"row_id" "bdmId" "NInCat" "hostFlag" "x" "y" "z" "np" "Mvir" "Mtot" "Rvir" "conc"
"4191" 4191 41603175452 3175452 -1 34.8465995788574 172.970993041992 98.4306030273438 49 6.64e+09 6.64e+09 0.0390000008046627 11.1999998092651
"4192" 4192 41605003592 5003592 41605001085 33.2214012145996 172.262603759766 100.322700500488 33 4.472e+09 75879997440 0.0637999996542931 7.41900014877319
"4193" 4193 41605003972 5003972 -1 33.5545997619629 171.914901733398 100.498001098633 139 18840000512 29269999616 0.0640000030398369 20.6100006103516
"4194" 4194 41605006122 5006122 -1 33.5988006591797 173.761703491211 100.742401123047 127 17209999360 18160001024 0.0544999986886978 5.93800020217896
"4195" 4195 41604998832 4998832 -1 33.5839004516602 173.345092773438 100.679801940918 39 5285000192 5690999808 0.0373000018298626 17.0200004577637
"4196" 4196 41605001092 5001092 41605000337 33.494701385498 174.443206787109 100.867599487305 41 5555999744 31029999616 0.0599000006914139 8.69999980926514
"4197" 4197 41605003272 5003272 -1 33.5321006774902 174.503692626953 100.789199829102 63 8536999936 28860000256 0.0573000013828278 19.1800003051758
"4198" 4198 41605002582 5002582 41605000337 33.5043983459473 174.280899047852 100.810699462891 202 27370000384 465400004608 0.14360000193119 104.900001525879
"4199" 4199 41605004982 5004982 -1 33.4174995422363 174.223999023438 100.433296203613 160 21680001024 23310000128 0.0592000000178814 12.1700000762939
"4200" 4200 41603169492 3169492 -1 34.7621002197266 174.740707397461 99.6909027099609 150 2.032e+10 21410000896 0.0575999990105629 15.8199996948242
"4201" 4201 41603166522 3166522 -1 34.5293006896973 175.480392456055 99.6389999389648 78 10570000384 12060000256 0.0476000010967255 23.2399997711182
"4202" 4202 41604995912 4995912 41603171913 34.1696014404297 175.548492431641 100.0166015625 59 7994999808 14360000512 0.0408999994397163 19.7000007629395
"4203" 4203 41605018952 5018952 -1 33.5317001342773 175.5751953125 100.971496582031 125 16940000256 17479999488 0.0538000017404556 37.0200004577637
"4204" 4204 41605005742 5005742 -1 33.7303009033203 175.014007568359 100.965301513672 38 5149000192 5149000192 0.0357999987900257 18.1399993896484
"4205" 4205 41605013202 5013202 -1 35.5609016418457 174.707504272461 101.55590057373 26 3523000064 3523000064 0.0315999984741211 5.01100015640259
"4206" 4206 41605012242 5012242 -1 38.6828002929688 174.016006469727 101.033302307129 271 36720001024 42010001408 0.0722000002861023 4.20900011062622
"4207" 4207 41603178382 3178382 -1 38.8464012145996 174.449401855469 98.7743988037109 31 4200999936 4607000064 0.0344999991357327 15.3100004196167
"4208" 4208 41603164972 3164972 -1 38.9729995727539 175.396301269531 97.753303527832 64 8.672e+09 13820000256 0.0496999993920326 46.2400016784668
"4209" 4209 41603166162 3166162 -1 38.7653007507324 175.103103637695 97.8455963134766 13673 1852999991296 2438000017408 0.279199987649918 21.8400001525879
"4210" 4210 41603168372 3168372 -1 38.1833992004395 174.969802856445 97.9731979370117 86 11649999872 12600000512 0.048200000077486 33.560001373291
"4211" 4211 41603163442 3163442 -1 38.2439002990723 174.185592651367 98.5411987304688 80 10840000512 11790000128 0.0472000017762184 15.8699998855591
"4212" 4212 41603167612 3167612 41603172532 38.9306983947754 174.368301391602 97.8233032226562 200 27100000256 41329999872 0.0662999972701073 18.2199993133545
"4213" 4213 41603170592 3170592 -1 37.4039993286133 174.207397460938 98.451301574707 29 3929999872 3929999872 0.0326999984681606 12.210000038147
"4214" 4214 41603176812 3176812 -1 37.7966995239258 175.515197753906 98.3242034912109 95 12869999616 1.328e+10 0.049100000411272 5.85699987411499
"4215" 4215 41603176332 3176332 -1 37.8330001831055 175.339599609375 98.2994003295898 21 2846000128 2980999936 0.029899999499321 2.20000004768372
"4216" 4216 41603177352 3177352 -1 37.1402015686035 175.393402099609 98.1095962524414 32 4.336e+09 4.336e+09 0.0337999984622002 4.66400003433228
"4217" 4217 41603176062 3176062 -1 37.2396011352539 175.212799072266 98.1779022216797 30 4064999936 4064999936 0.033100001513958 10.6199998855591
"4218" 4218 41603161702 3161702 -1 37.1310005187988 175.371307373047 99.1099014282227 51 6911000064 7046000128 0.0395999997854233 19.2600002288818
"4219" 4219 41603159962 3159962 41603159054 37.6069984436035 175.53630065918 99.1946029663086 26 3523000064 1.68e+10 0.0300999991595745 9.93299961090088
"4220" 4220 41603153502 3153502 41603159054 37.5463981628418 175.371597290039 99.5093002319336 51 6911000064 1244000026624 0.125300005078316 77.6800003051758
"4221" 4221 41603158582 3158582 41603159054 37.4645004272461 175.608505249023 99.4548034667969 12053 1632999964672 4375000121344 0.283600002527237 16.7700004577637
"4222" 4222 41603157582 3157582 -1 37.1257019042969 175.051300048828 99.5617980957031 154 20870000640 74930003968 0.0778999999165535 29.1599998474121
"4223" 4223 41603163832 3163832 41603159054 37.2486991882324 175.120407104492 99.3606033325195 291 39430000640 70059999232 0.0852999985218048 47.6800003051758
"4224" 4224 41603168382 3168382 -1 37.6011009216309 174.388397216797 99.0516967773438 36 4878000128 4878000128 0.0351999998092651 11
"4225" 4225 41603175512 3175512 -1 36.1144981384277 174.315505981445 98.1255035400391 182 24660000768 25340000256 0.0610000006854534 18.2800006866455
"4226" 4226 41603176042 3176042 -1 36.9067993164062 174.270095825195 97.9088973999023 24 3.252e+09 3.252e+09 0.0307000000029802 6.65000009536743
"4227" 4227 41603174072 3174072 -1 36.8075981140137 175.032104492188 98.1883010864258 23 3.116e+09 3.116e+09 0.0303000006824732 12.7700004577637
"4228" 4228 41603180102 3180102 -1 36.1427001953125 175.078994750977 99.4207000732422 28 3793999872 3793999872 0.0324000008404255 5.90500020980835
"4229" 4229 41603179962 3179962 -1 36.2911987304688 175.05810546875 99.5411987304688 22 2980999936 2980999936 0.0302000008523464 7.66300010681152
"4230" 4230 41603175222 3175222 -1 36.9662017822266 175.3876953125 98.8413009643555 27 3659000064 3793999872 0.0324000008404255 17.0599994659424
"4231" 4231 41603171852 3171852 -1 36.1226997375488 175.644607543945 97.9135971069336 982 133100003328 133700001792 0.106100000441074 12.8999996185303
"4232" 4232 41603167912 3167912 -1 35.2317008972168 174.923400878906 97.6688003540039 32 4.336e+09 4.472e+09 0.0342000015079975 19.4200000762939
"4233" 4233 41603180382 3180382 -1 36.0774993896484 176.601699829102 97.7562026977539 123 16670000128 1.68e+10 0.0531000010669231 17.6499996185303
"4234" 4234 41603176022 3176022 -1 36.8182983398438 176.341293334961 97.8615036010742 17 2.304e+09 2710000128 0.0288999993354082 8.21000003814697
"4235" 4235 41603165792 3165792 41603164630 35.8583984375 176.498199462891 98.993896484375 123 16670000128 94309998592 0.0706999972462654 28.1399993896484
"4236" 4236 41603173092 3173092 -1 36.3443984985352 177.067993164062 98.2926025390625 79 10700000256 12600000512 0.048200000077486 15.7299995422363
"4237" 4237 41603177792 3177792 -1 36.5674018859863 177.411499023438 97.8462982177734 152 20600000512 21539999744 0.0577000007033348 34.1699981689453
"4238" 4238 41603177572 3177572 -1 36.146900177002 177.373306274414 97.8047027587891 464 62869999616 67070001152 0.0842999964952469 19.5799999237061
"4239" 4239 41603178192 3178192 -1 36.1827011108398 177.554702758789 97.8982009887695 133 18019999744 20600000512 0.0568000003695488 22.1599998474121
"4240" 4240 41603173392 3173392 -1 35.3202018737793 177.330902099609 98.494499206543 1134 153700007936 179700006912 0.116999998688698 10.6899995803833
"4241" 4241 41603170962 3170962 -1 37.0036010742188 179.327499389648 98.0656967163086 34 4607000064 4878000128 0.0351999998092651 10.3500003814697
"4242" 4242 41603170902 3170902 -1 36.7900009155273 178.703002929688 99.0386962890625 33 4.472e+09 4.472e+09 0.0342000015079975 8.16399955749512
"4243" 4243 41603151362 3151362 -1 35.5601005554199 177.860900878906 99.9152984619141 46 6232999936 6911000064 0.0395000018179417 11.5699996948242
"4244" 4244 41604995722 4995722 -1 35.470401763916 178.352401733398 100.485397338867 26 3523000064 3793999872 0.0324000008404255 13.0200004577637
"4245" 4245 41605010382 5010382 -1 35.3184013366699 178.35090637207 100.175300598145 26 3523000064 4.336e+09 0.034000001847744 15.2600002288818
"4246" 4246 41603173102 3173102 -1 35.5097007751465 178.81120300293 99.9954986572266 21 2846000128 3523000064 0.0315999984741211 6.3439998626709
"4247" 4247 41604997732 4997732 -1 35.9249000549316 179.342102050781 100.750801086426 17 2.304e+09 2846000128 0.0294000003486872 11.9499998092651
"4248" 4248 41605002332 5002332 -1 35.7106018066406 178.683303833008 100.897399902344 29 3929999872 4200999936 0.033500000834465 7.8769998550415
"4249" 4249 41604995372 4995372 -1 36.63330078125 176.649597167969 100.190002441406 21 2846000128 2846000128 0.0294000003486872 7.42899990081787
"4250" 4250 41604995392 4995392 -1 36.2285003662109 176.560592651367 100.570198059082 78 10570000384 11249999872 0.0465000011026859 7.10300016403198
"4251" 4251 41604995592 4995592 -1 36.372200012207 176.072296142578 100.051696777344 30 4064999936 4064999936 0.033100001513958 15.4399995803833
"4252" 4252 41604995672 4995672 -1 35.5754013061523 176.16650390625 100.356002807617 19 2574000128 2846000128 0.0294000003486872 6.48600006103516
"4253" 4253 41603179402 3179402 -1 38.4314002990723 177.057800292969 99.9399032592773 20 2710000128 2710000128 0.0288999993354082 4.5939998626709
"4254" 4254 41603180002 3180002 -1 38.4352989196777 177.312194824219 99.6866989135742 26 3523000064 3523000064 0.0315999984741211 16.6599998474121
"4255" 4255 41603169172 3169172 -1 37.1556015014648 178.436004638672 98.0903015136719 54 7317000192 7317000192 0.0403000004589558 13.3999996185303
"4256" 4256 41603164132 3164132 -1 37.9934997558594 177.193695068359 99.2606964111328 24 3.252e+09 3.388e+09 0.031199999153614 5.42600011825562
"4257" 4257 41603180542 3180542 41603180540 38.2304000854492 177.273803710938 99.5474014282227 28 3793999872 53390000128 0.0355999991297722 2.20199990272522
"4258" 4258 41603174032 3174032 -1 37.4142990112305 175.853103637695 98.8210983276367 56 7587999744 8129999872 0.0416000001132488 10.25
"4259" 4259 41603179202 3179202 -1 38.7657012939453 175.939697265625 97.2836990356445 45 6097999872 6368999936 0.0384999997913837 14.4700002670288
"4260" 4260 41603161752 3161752 -1 38.2776985168457 177.65510559082 96.2846984863281 65 8807999488 8807999488 0.0428000018000603 11.9200000762939
"4261" 4261 41603169432 3169432 -1 38.3987007141113 178.049896240234 97.4686965942383 1447 196099997696 198099992576 0.120999999344349 18.1800003051758
"4262" 4262 41603170952 3170952 -1 38.0918006896973 179.136306762695 97.3514022827148 95 12869999616 13009999872 0.048700001090765 7.4229998588562
"4263" 4263 41603163002 3163002 -1 38.187198638916 178.10090637207 96.040901184082 91 12330000384 13009999872 0.048700001090765 8.82199954986572
"4264" 4264 41603181082 3181082 -1 36.1735992431641 178.000106811523 96.3933029174805 20 2710000128 2710000128 0.0288999993354082 7.05399990081787
"4265" 4265 41603151292 3151292 -1 35.5312995910645 176.074493408203 97.1143035888672 27 3659000064 3659000064 0.0320000015199184 10.5900001525879
"4266" 4266 41603176562 3176562 -1 35.4911994934082 174.904006958008 97.6123962402344 72 9756000256 13420000256 0.0493000000715256 10.2200002670288
"4267" 4267 41603175182 3175182 -1 37.0334014892578 174.808303833008 97.2472991943359 54 7317000192 7587999744 0.0406000018119812 18.5499992370605
"4268" 4268 41603158942 3158942 -1 35.2354011535645 171.917602539062 97.2369995117188 157 21269999616 21269999616 0.0575000010430813 18.2999992370605
"4269" 4269 41603159892 3159892 -1 37.4233016967773 172.089492797852 97.503303527832 112 15180000256 15180000256 0.0513999983668327 16.0400009155273
"4270" 4270 41603159492 3159492 -1 39.003101348877 173.391998291016 96.4776992797852 72 9756000256 10300000256 0.045099999755621 24.7399997711182
"4271" 4271 41603180262 3180262 -1 39.0615997314453 173.512802124023 96.293701171875 48 6.504e+09 7453000192 0.0405000001192093 7.2350001335144
"4272" 4272 41603179542 3179542 -1 37.6553993225098 174.156494140625 96.1080017089844 103 13959999488 15850000384 0.0520000010728836 24.9099998474121
"4273" 4273 41603181632 3181632 41603181529 37.8464012145996 174.212493896484 96.0121002197266 67 9079000064 1.192e+10 0.0406000018119812 35.8800010681152
"4274" 4274 41603181502 3181502 -1 37.8377990722656 173.99609375 96.1044998168945 14 1896999936 2710000128 0.0288999993354082 2.32399988174438
"4275" 4275 41603163382 3163382 -1 38.0831985473633 174.238998413086 97.6446990966797 40 5420000256 5826999808 0.0373000018298626 32.810001373291
"4276" 4276 41603162912 3162912 -1 38.6486015319824 174.522903442383 97.3282012939453 271 36720001024 55419998208 0.0790999978780746 27.7199993133545
"4277" 4277 41603159952 3159952 -1 38.4982986450195 175.537094116211 97.5561981201172 29 3929999872 4743000064 0.0348999984562397 22.4300003051758
"4278" 4278 41603172152 3172152 -1 34.3305015563965 171.914199829102 97.3321990966797 40 5420000256 5555999744 0.0366999991238117 11.6099996566772
"4279" 4279 41603171842 3171842 -1 33.8398017883301 172.679595947266 97.128303527832 60 8129999872 8.672e+09 0.0425999984145164 9.02099990844727
"4280" 4280 41603154972 3154972 41603154440 33.6445007324219 172.592498779297 96.9601974487305 569 77099999232 249299992576 0.0432999990880489 2.22699999809265
"4281" 4281 41603169402 3169402 -1 34.9039001464844 173.971603393555 97.0142974853516 40 5420000256 5555999744 0.0366999991238117 18.1100006103516
"4282" 4282 41603159422 3159422 -1 32.896598815918 175.276504516602 97.4670028686523 39 5285000192 5555999744 0.0366999991238117 37.6199989318848
"4283" 4283 41603158472 3158472 -1 33.089599609375 175.295593261719 97.5373001098633 50 6775000064 7858999808 0.0412999987602234 31.3700008392334
"4284" 4284 41603149042 3149042 -1 32.1307983398438 174.279602050781 97.3434982299805 23 3.116e+09 3.116e+09 0.0302000008523464 4.02299976348877
"4285" 4285 41603148462 3148462 -1 32.5852012634277 172.307098388672 95.7591018676758 107 14499999744 14769999872 0.0509000010788441 16.4200000762939
"4286" 4286 41603147912 3147912 41603149031 32.6291999816895 172.806304931641 96.4265975952148 26 3523000064 3659000064 0.00800000037997961 2.42300009727478
"4287" 4287 41603156492 3156492 -1 33.1497001647949 172.914993286133 96.7761993408203 147 19919998976 20870000640 0.0571999996900558 18.2800006866455
"4288" 4288 41603159882 3159882 -1 31.2868003845215 173.016494750977 95.4039993286133 42 5690999808 5690999808 0.0370000004768372 4.66400003433228
"4289" 4289 41603161612 3161612 -1 32.4205017089844 173.117095947266 95.4403991699219 37 5014000128 5149000192 0.0357999987900257 19.5200004577637
"4290" 4290 41603146842 3146842 -1 32.4709014892578 177.184295654297 95.1849975585938 31 4200999936 4200999936 0.033500000834465 15.3100004196167
"4291" 4291 41603146272 3146272 -1 31.8948001861572 177.119598388672 95.1852035522461 23 3.116e+09 3.116e+09 0.0303000006824732 4.52500009536743
"4292" 4292 41603147382 3147382 -1 31.3740005493164 175.7958984375 96.1664962768555 22 2980999936 2980999936 0.029899999499321 8.60000038146973
"4293" 4293 41603160342 3160342 -1 31.8815002441406 177.0791015625 97.6026000976562 275 37260001280 40109998080 0.0710000023245811 20.5900001525879
"4294" 4294 41603178412 3178412 -1 32.8931999206543 176.966796875 97.1638031005859 143 19380000768 22219999232 0.0582999996840954 51.9599990844727
"4295" 4295 41603148492 3148492 -1 34.576301574707 176.477798461914 95.4766998291016 68 9214000128 9214000128 0.0434999987483025 13.2700004577637
"4296" 4296 41603152482 3152482 -1 37.8627014160156 180.759704589844 96.8254013061523 181 24529999872 24529999872 0.0604000017046928 18.9300003051758
"4297" 4297 41603153542 3153542 -1 37.1617012023926 179.783798217773 98.0063018798828 2092 283499986944 285800005632 0.136700004339218 10.039999961853
"4298" 4298 41603172282 3172282 -1 38.0208015441895 181.609802246094 97.8464965820312 42 5690999808 5690999808 0.0370999984443188 8.41300010681152
"4299" 4299 41604999282 4999282 -1 35.3087005615234 181.404296875 100.449897766113 49 6.64e+09 6775000064 0.0392999984323978 13.9300003051758
"4300" 4300 41603153472 3153472 -1 35.8077011108398 180.298202514648 99.9177017211914 58 7858999808 8807999488 0.0428999997675419 13.3999996185303
"4301" 4301 41604995352 4995352 -1 35.7877006530762 180.255905151367 100.306800842285 28 3793999872 4.472e+09 0.034000001847744 21.8700008392334
"4302" 4302 41603161762 3161762 -1 33.4514007568359 182.837799072266 99.0458984375 568 76959997952 77510000640 0.0885000005364418 8.78899955749512
"4303" 4303 41603175542 3175542 -1 32.0345001220703 182.982299804688 98.7935028076172 61 8265999872 8536999936 0.0423999987542629 14.9899997711182
"4304" 4304 41603178002 3178002 -1 32.6706008911133 181.718307495117 99.4147033691406 41 5555999744 5690999808 0.0370999984443188 15.9899997711182
"4305" 4305 41603181292 3181292 -1 32.1758995056152 180.067001342773 97.9673004150391 37 5014000128 7317000192 0.0403000004589558 18.2299995422363
"4306" 4306 41603181612 3181612 -1 32.2867012023926 180.349899291992 98.5339965820312 142 19239999488 21140000768 0.0573999993503094 18.0799999237061
"4307" 4307 41603178802 3178802 -1 32.5564002990723 179.748901367188 97.7967987060547 85 1.152e+10 14499999744 0.0505999997258186 39.2099990844727
"4308" 4308 41603180812 3180812 41603170176 32.5293998718262 179.750503540039 98.9045028686523 158 21410000896 27910000640 0.0606000013649464 34.8699989318848
"4309" 4309 41603182032 3182032 41603170176 32.9688987731934 179.7998046875 98.9425964355469 180 24390000640 40240001024 0.0687000006437302 34.8800010681152
"4310" 4310 41603171592 3171592 -1 33.1544990539551 180.586898803711 99.0515975952148 29 3929999872 4743000064 0.0348999984562397 13.9399995803833
"4311" 4311 41603182042 3182042 -1 32.5825996398926 180.373306274414 98.9477005004883 54 7317000192 9891999744 0.0447000004351139 28.0799999237061
"4312" 4312 41603175492 3175492 -1 31.7388000488281 181.28239440918 99.4318008422852 86 11649999872 13550000128 0.049600001424551 21.7099990844727
"4313" 4313 41603180142 3180142 -1 32.6647987365723 180.960296630859 99.1920013427734 102 13820000256 14769999872 0.0509000010788441 29.3299999237061
"4314" 4314 41603176032 3176032 41603174322 32.4113006591797 180.718795776367 99.4455032348633 28 3793999872 24259999744 0.035300001502037 10.2399997711182
"4315" 4315 41603174322 3174322 -1 32.4175987243652 180.69450378418 99.4714965820312 860 116499996672 1.344e+11 0.106200002133846 9.25899982452393
"4316" 4316 41603167262 3167262 -1 33.3930015563965 180.423492431641 98.6085968017578 25 3.388e+09 4064999936 0.033100001513958 8.39200019836426
"4317" 4317 41603181722 3181722 -1 34.7974014282227 180.198104858398 98.3504028320312 599 81169997824 92140003328 0.093699999153614 19.5300006866455
"4318" 4318 41603181072 3181072 -1 34.9143981933594 180.116302490234 98.5690002441406 21 2846000128 3.252e+09 0.0307000000029802 7.94299983978271
"4319" 4319 41603181932 3181932 41603170176 34.3049011230469 179.941299438477 98.915901184082 57 7724000256 12469999616 0.0439000017940998 7.98999977111816
"4320" 4320 41603172882 3172882 -1 35.1209983825684 179.754501342773 99.4456024169922 75 1.016e+10 10570000384 0.045499999076128 10.6899995803833
"4321" 4321 41603171572 3171572 -1 33.6082000732422 180.657897949219 98.9641036987305 64 8.672e+09 10300000256 0.045099999755621 16.4699993133545
"4322" 4322 41603182492 3182492 41603170176 33.230598449707 180.076400756836 99.6261978149414 331 44849999872 79810002944 0.0876000002026558 47.25
"4323" 4323 41603155062 3155062 41603170176 33.263500213623 179.973693847656 99.6808013916016 99 13420000256 52849999872 0.0626000016927719 36.7900009155273
"4324" 4324 41604995612 4995612 -1 34.4257011413574 180.414505004883 100.313499450684 239 32380000256 43499999232 0.0731000006198883 31.8199996948242
"4325" 4325 41604998522 4998522 -1 34.6587982177734 179.938003540039 100.464797973633 251 34009999360 38209998848 0.0698999986052513 41.4900016784668
"4326" 4326 41604995442 4995442 -1 34.0171012878418 180.468002319336 100.906402587891 82 11109999616 16259999744 0.0524000003933907 32.5200004577637
"4327" 4327 41604998672 4998672 -1 33.7602005004883 180.529800415039 101.03929901123 35 4743000064 6097999872 0.0379000008106232 6.31400012969971
"4328" 4328 41605016862 5016862 41605019152 33.725399017334 180.089401245117 101.501403808594 87 11790000128 93359996928 0.066200003027916 22.3999996185303
"4329" 4329 41605016932 5016932 -1 33.3914985656738 181.183700561523 100.997802734375 102 13820000256 15180000256 0.0513999983668327 11.6499996185303
"4330" 4330 41604995472 4995472 -1 34.4026985168457 180.966903686523 101.547698974609 70 9484999680 9891999744 0.0447000004351139 41.4000015258789
"4331" 4331 41604998892 4998892 -1 34.726001739502 181.038497924805 100.462997436523 166 22489999360 25739999232 0.0612999983131886 19.6800003051758
"4332" 4332 41603182512 3182512 -1 34.3926010131836 180.801696777344 99.7304000854492 1747 236699992064 285199990784 0.136600002646446 19.6299991607666
"4333" 4333 41605018572 5018572 -1 34.1344985961914 181.042098999023 100.313697814941 247 33469999104 36720001024 0.0688999965786934 7.56300020217896
"4334" 4334 41604995492 4995492 -1 34.0838012695312 181.285202026367 100.442596435547 127 17209999360 19110000640 0.0555000007152557 18.2900009155273
"4335" 4335 41604997502 4997502 -1 33.0210990905762 180.984497070312 100.327796936035 55 7453000192 7994999808 0.0417000018060207 11.1800003051758
"4336" 4336 41604996972 4996972 -1 32.4509010314941 180.95849609375 100.028701782227 93 12600000512 1.504e+10 0.0513000003993511 27.0900001525879
"4337" 4337 41605004692 5004692 -1 31.5937004089355 180.064193725586 100.17130279541 133 18019999744 19110000640 0.0555000007152557 28.7700004577637
"4338" 4338 41604999702 4999702 -1 31.6147994995117 180.602096557617 100.444702148438 126 17070000128 17749999616 0.0540000014007092 6.57299995422363
"4339" 4339 41604998842 4998842 -1 31.99049949646 180.302795410156 100.19229888916 112 15180000256 19779999744 0.0562000013887882 12.9799995422363
"4340" 4340 41604999272 4999272 41603170176 32.9962997436523 180.438293457031 100.005599975586 59 7994999808 8807999488 0.035300001502037 13.6000003814697
"4341" 4341 41603173432 3173432 41603170176 33.1391983032227 180.315795898438 99.7442016601562 97 13139999744 19380000768 0.0483999997377396 37.6800003051758
"4342" 4342 41605018522 5018522 41603170176 33.0780982971191 180.086303710938 100.006401062012 812 109999996928 213599993856 0.123800002038479 14.8900003433228
"4343" 4343 41603179532 3179532 41603170176 33.1199989318848 179.853698730469 99.8192977905273 151 20459999232 86720004096 0.0843999981880188 35.5499992370605
"4344" 4344 41604995402 4995402 41603170176 32.8615989685059 180.019805908203 100.122200012207 160 21680001024 45800001536 0.0715999975800514 66.7300033569336
"4345" 4345 41604996012 4996012 -1 32.7784004211426 179.771499633789 101.075698852539 93 12600000512 17070000128 0.0533999986946583 12.9700002670288
"4346" 4346 41605021912 5021912 -1 32.7868995666504 179.716293334961 101.095397949219 42 5690999808 8807999488 0.0428000018000603 17.8500003814697
"4347" 4347 41604996042 4996042 -1 32.345401763916 180.016998291016 101.357002258301 51 6911000064 8129999872 0.0417000018060207 27.5400009155273
"4348" 4348 41604998112 4998112 -1 32.0145988464355 180.078903198242 100.811302185059 63 8536999936 10570000384 0.045499999076128 9.70899963378906
"4349" 4349 41605013332 5013332 -1 33.1650009155273 182.365203857422 101.244102478027 90 12199999488 12199999488 0.0476999990642071 10.1000003814697
"4350" 4350 41604995712 4995712 -1 31.5821990966797 181.819198608398 100.76490020752 109 14769999872 15180000256 0.0513999983668327 28.7199993133545
"4351" 4351 41604996302 4996302 -1 32.0970001220703 181.880599975586 100.854400634766 28 3793999872 3929999872 0.0326999984681606 6.2960000038147
"4352" 4352 41605008662 5008662 -1 32.4921989440918 182.972595214844 100.418296813965 43 5826999808 5961999872 0.0375999994575977 5.26200008392334
"4353" 4353 41604997112 4997112 -1 33.7602005004883 182.24609375 100.422500610352 29 3929999872 3929999872 0.0326999984681606 15.2799997329712
"4354" 4354 41603182622 3182622 -1 34.5545997619629 182.61799621582 99.9032974243164 21 2846000128 2846000128 0.0294000003486872 3.5460000038147
"4355" 4355 41603182662 3182662 -1 34.4766998291016 182.931793212891 99.7462005615234 109 14769999872 15180000256 0.0513999983668327 20.1000003814697
"4356" 4356 41604998532 4998532 -1 33.4706001281738 184.274795532227 100.210899353027 56 7587999744 7587999744 0.0408000014722347 13.4300003051758
"4357" 4357 41603182582 3182582 41603182598 33.535701751709 183.80549621582 99.9608001708984 45 6097999872 7453000192 0.0286999996751547 25.9099998474121
"4358" 4358 41603182642 3182642 41603182598 33.6565017700195 183.990295410156 99.9580001831055 64 8.672e+09 194399993856 0.070200003683567 40.689998626709
"4359" 4359 41604996522 4996522 -1 32.1582984924316 184.200393676758 101.168197631836 61 8265999872 8400999936 0.0421999990940094 9.39599990844727
"4360" 4360 41604998712 4998712 -1 31.5687007904053 184.483795166016 100.987998962402 358 48510001152 48510001152 0.0755999982357025 8.79100036621094
"4361" 4361 41605008222 5008222 -1 32.1977996826172 184.329498291016 100.316200256348 22 2980999936 3.388e+09 0.031199999153614 6.17799997329712
"4362" 4362 41603182472 3182472 -1 32.2919998168945 185.352996826172 99.7004013061523 45 6097999872 9621000192 0.0443000011146069 17.2399997711182
"4363" 4363 41604998162 4998162 -1 32.6212997436523 185.25 100.519897460938 109 14769999872 19110000640 0.0555000007152557 18.25
"4364" 4364 41605001462 5001462 -1 33.0527000427246 185.216796875 100.28630065918 311 42140000256 63280001024 0.0825999975204468 36.8699989318848
"4365" 4365 41603179582 3179582 -1 32.1393013000488 185.544494628906 99.972900390625 538 72900001792 80899997696 0.089699998497963 13.6300001144409
"4366" 4366 41603180162 3180162 -1 31.4214992523193 185.254699707031 99.9253997802734 161 21820000256 22489999360 0.0586000010371208 13.0299997329712
"4367" 4367 41605015362 5015362 -1 33.1175994873047 185.844299316406 100.981498718262 75 1.016e+10 10300000256 0.045099999755621 24.4500007629395
"4368" 4368 41605012852 5012852 -1 32.6581993103027 185.902496337891 100.615997314453 156 21140000768 22630000640 0.0586999990046024 12.2600002288818
"4369" 4369 41605005112 5005112 -1 31.8183994293213 186.521102905273 100.137298583984 28 3793999872 3793999872 0.0324000008404255 6.33099985122681
"4370" 4370 41605021422 5021422 41603182462 32.5508995056152 185.937194824219 100.017097473145 21 2846000128 4064999936 0.0320999994874001 17.4599990844727
"4371" 4371 41605009522 5009522 -1 32.2621994018555 185.589706420898 100.129898071289 112 15180000256 1.64e+10 0.0526000000536442 17.6100006103516
"4372" 4372 41603180692 3180692 41603182462 32.9650001525879 185.821899414062 99.6872024536133 352 47700000768 3777999929344 0.174199998378754 120.800003051758
"4373" 4373 41603182462 3182462 -1 32.7951011657715 185.785598754883 99.6421966552734 156820 21250000814080 24069999165440 0.595600008964539 5.01300001144409
"4374" 4374 41603182502 3182502 41603182462 33.057201385498 185.631103515625 99.6947021484375 97 13139999744 2273000030208 0.0538999997079372 47.4099998474121
"4375" 4375 41604997302 4997302 -1 34.1505012512207 185.935897827148 100.677398681641 19 2574000128 3523000064 0.0315999984741211 11.7299995422363
"4376" 4376 41605003052 5003052 -1 33.3120994567871 187.056793212891 100.68270111084 105 14229999616 14629999616 0.0507000014185905 10.4099998474121
"4377" 4377 41604996712 4996712 41604997115 34.3202018737793 186.744598388672 100.427803039551 34 4607000064 5961999872 0.0322999991476536 12.5500001907349
"4378" 4378 41603182732 3182732 -1 34.2109985351562 186.556793212891 99.6281967163086 85 1.152e+10 11790000128 0.0472000017762184 9.13300037384033
"4379" 4379 41603181672 3181672 -1 33.151798248291 186.250106811523 99.5186004638672 150 2.032e+10 24529999872 0.060199998319149 32.2999992370605
"4380" 4380 41603181982 3181982 41603182462 32.619800567627 185.590103149414 99.5065994262695 133 18019999744 2310999900160 0.230900004506111 233.100006103516
"4381" 4381 41603173782 3173782 -1 38.1603012084961 183.879302978516 99.2925033569336 44 5961999872 6232999936 0.0381999984383583 11.7799997329712
"4382" 4382 41604998022 4998022 -1 37.7560005187988 185.391006469727 100.044998168945 20 2710000128 2710000128 0.0288999993354082 5.21099996566772
"4383" 4383 41603161352 3161352 -1 35.9389991760254 187.388198852539 96.405403137207 467 63280001024 63550001152 0.0828000009059906 15
