"row_id" "bdmId" "NInCat" "hostFlag" "x" "y" "z" "np" "Mvir" "Mtot" "Rvir" "conc"
"65" 65 41603146874 3146874 -1 24.631799697876 181.361801147461 95.0820999145508 135 18289999872 21949999104 0.0579999983310699 17.3700008392334
"66" 66 41603151894 3151894 -1 25.9547996520996 181.599304199219 96.9922027587891 79 10700000256 10840000512 0.0458000004291534 5.05399990081787
"67" 67 41603152994 3152994 -1 25.7059993743896 181.396896362305 96.7615966796875 32 4.336e+09 4607000064 0.0344999991357327 15.1300001144409
"68" 68 41603167254 3167254 -1 24.1555004119873 183.000503540039 96.709602355957 35 4743000064 4743000064 0.0351000018417835 5.46199989318848
"69" 69 41603166504 3166504 -1 24.5825004577637 183.010498046875 97.1237030029297 58 7858999808 7858999808 0.0412999987602234 9.85700035095215
"70" 70 41603169804 3169804 -1 26.0020999908447 183.109405517578 97.0867004394531 19 2574000128 3.116e+09 0.0302000008523464 6.49399995803833
"71" 71 41603171254 3171254 -1 25.4641990661621 182.163192749023 97.4483032226562 123 16670000128 1.68e+10 0.0531000010669231 14.6899995803833
"72" 72 41603170554 3170554 -1 27.8250007629395 183.403900146484 97.4953994750977 24 3.252e+09 3523000064 0.0315999984741211 9.69799995422363
"73" 73 41603167604 3167604 -1 27.8717002868652 181.789901733398 96.6425018310547 27 3659000064 3793999872 0.0324000008404255 9.44200038909912
"74" 74 41603170914 3170914 -1 29.0648994445801 182.158706665039 97.3683013916016 83 11249999872 1.152e+10 0.046900000423193 11.5200004577637
"75" 75 41603149674 3149674 -1 29.4773006439209 180.299102783203 95.5847015380859 20 2710000128 2710000128 0.0288999993354082 6.39499998092651
"76" 76 41603163364 3163364 -1 28.6854991912842 180.505798339844 96.9319000244141 61 8265999872 8400999936 0.0421999990940094 14.6599998474121
"77" 77 41603165384 3165384 -1 28.0277004241943 181.190002441406 96.6401977539062 307 4.16e+10 45660000256 0.0741999968886375 17.1399993896484
"78" 78 41603150224 3150224 -1 28.1161003112793 180.807006835938 95.8254013061523 20 2710000128 2710000128 0.0288999993354082 3.09400010108948
"79" 79 41603174634 3174634 -1 27.6301002502441 181.594497680664 99.2634963989258 328 44439998464 45260001280 0.0738999992609024 7.90000009536743
"80" 80 41603160404 3160404 -1 28.2292995452881 180.822998046875 97.6675033569336 46 6232999936 6232999936 0.0381999984383583 6.95800018310547
"81" 81 41603152414 3152414 -1 28.4188003540039 180.441696166992 98.1867980957031 38 5149000192 5149000192 0.0357999987900257 9.44799995422363
"82" 82 41603151324 3151324 -1 28.4671993255615 179.87370300293 97.6885986328125 36 4878000128 4878000128 0.0351999998092651 13.6899995803833
"83" 83 41603173704 3173704 -1 30.1854000091553 180.502593994141 98.4680023193359 41 5555999744 5555999744 0.0366999991238117 8.4069995880127
"84" 84 41603151904 3151904 -1 29.9106998443604 180.310806274414 97.8408966064453 44 5961999872 6775000064 0.0392999984323978 8.13199996948242
"85" 85 41603168774 3168774 -1 29.4354000091553 182.611602783203 98.3182983398438 27 3659000064 3659000064 0.0320000015199184 6.73199987411499
"86" 86 41603168364 3168364 -1 31.0499000549316 183.521392822266 99.2494964599609 110 14899999744 16259999744 0.0524999983608723 3.07399988174438
"87" 87 41603156074 3156074 -1 28.8521995544434 181.917297363281 99.1873016357422 43 5826999808 5826999808 0.0373000018298626 14.4700002670288
"88" 88 41603155074 3155074 -1 28.2036991119385 182.528900146484 98.9102020263672 189 25610000384 25880000512 0.0614000000059605 10.9099998474121
"89" 89 41603175214 3175214 -1 28.1389007568359 183.479598999023 98.8237991333008 34 4607000064 4743000064 0.0351000018417835 11.8999996185303
"90" 90 41603155604 3155604 -1 28.3955001831055 182.658996582031 99.0501022338867 32 4.336e+09 4607000064 0.0344999991357327 14.8999996185303
"91" 91 41604995944 4995944 -1 29.3092002868652 183.531097412109 100.524398803711 75 1.016e+10 10570000384 0.045499999076128 18.8799991607666
"92" 92 41604995804 4995804 -1 29.6760997772217 183.097198486328 100.804397583008 54 7317000192 7317000192 0.0403000004589558 17.9099998474121
"93" 93 41604997874 4997874 -1 31.1462993621826 182.779296875 100.811599731445 56 7587999744 8129999872 0.0417000018060207 7.7480001449585
"94" 94 41604995894 4995894 -1 30.8680992126465 180.74870300293 101.41919708252 73 9891999744 10030000128 0.0447000004351139 23.0300006866455
"95" 95 41605008574 5008574 -1 30.9666004180908 179.741897583008 101.397903442383 23 3.116e+09 3.252e+09 0.0307000000029802 13.3199996948242
"96" 96 41605009934 5009934 -1 27.9305992126465 181.285705566406 101.253303527832 33 4.472e+09 4607000064 0.0346999987959862 7.27899980545044
"97" 97 41605012334 5012334 -1 27.7779998779297 181.459197998047 101.438102722168 32 4.336e+09 4743000064 0.0348999984562397 3.22499990463257
"98" 98 41603176784 3176784 -1 28.207799911499 181.615600585938 99.9373016357422 24 3.252e+09 3.388e+09 0.031199999153614 8.4689998626709
"99" 99 41605008634 5008634 -1 26.4298000335693 181.974105834961 100.984001159668 34 4607000064 4607000064 0.0344999991357327 6.14599990844727
"100" 100 41605013324 5013324 -1 27.099100112915 182.150497436523 101.554000854492 70 9484999680 9484999680 0.0439000017940998 22.6000003814697
"101" 101 41605004704 5004704 -1 27.1070003509521 182.749603271484 100.856101989746 60 8129999872 8265999872 0.0419000014662743 13.6599998474121
"102" 102 41605003684 5003684 -1 26.5583000183105 183.294006347656 101.015403747559 40 5420000256 5826999808 0.0373000018298626 8.36100006103516
"103" 103 41603177054 3177054 -1 25.7868003845215 182.704696655273 99.3199005126953 104 14090000384 14090000384 0.0500999987125397 7.95499992370605
"104" 104 41605002654 5002654 -1 23.0888996124268 183.104598999023 101.321601867676 485 65720000512 66119999488 0.0838999971747398 13.4899997711182
"105" 105 41604998874 4998874 -1 19.6515007019043 181.677795410156 100.836097717285 37 5014000128 5014000128 0.0355000011622906 19.7999992370605
"106" 106 41603167214 3167214 -1 19.4766998291016 180.804504394531 98.401496887207 336 45530001408 46479998976 0.0745000019669533 14.1999998092651
"107" 107 41603179404 3179404 -1 19.1089992523193 185.536407470703 99.7669982910156 47 6368999936 6.504e+09 0.0388000011444092 7.63100004196167
"108" 108 41605005464 5005464 -1 18.1748008728027 184.295806884766 100.946899414062 24 3.252e+09 3.252e+09 0.0307000000029802 6.73099994659424
"109" 109 41605007424 5007424 -1 17.8593006134033 184.108993530273 101.429298400879 59 7994999808 8400999936 0.0423000007867813 9.82100009918213
"110" 110 41605005834 5005834 -1 17.0261993408203 183.799606323242 101.052001953125 2866 388399988736 388899995648 0.151399999856949 8.50599956512451
"111" 111 41603172234 3172234 -1 17.9127998352051 187.003005981445 98.3072967529297 68 9214000128 9484999680 0.0439999997615814 10.8400001525879
"112" 112 41603174954 3174954 -1 19.0741996765137 185.791198730469 98.8748016357422 950 128699998208 130100002816 0.105099998414516 11.4399995803833
"113" 113 41603177364 3177364 -1 17.9340991973877 186.0625 98.7241973876953 45 6097999872 6097999872 0.0379000008106232 15.710000038147
"114" 114 41603164614 3164614 -1 17.4650001525879 187.272994995117 98.3142013549805 35 4743000064 4878000128 0.0351999998092651 9.41699981689453
"115" 115 41603163804 3163804 -1 17.2880001068115 184.779403686523 98.9019012451172 29 3929999872 6232999936 0.0381999984383583 17.6399993896484
"116" 116 41603164984 3164984 -1 17.2928009033203 184.600402832031 99.1669998168945 119 16120000512 18160001024 0.0544000007212162 16.6900005340576
"117" 117 41603172544 3172544 -1 18.3379001617432 184.476196289062 98.7567977905273 4041 547600007168 565000011776 0.171499997377396 10.2399997711182
"118" 118 41603167614 3167614 -1 19.3225002288818 184.351699829102 98.144401550293 103 13959999488 13959999488 0.0498999990522861 14.6400003433228
"119" 119 41603174644 3174644 41603173714 20.8659992218018 184.455596923828 98.757698059082 63 8536999936 323800006656 0.0625 68.3499984741211
"120" 120 41603173714 3173714 -1 20.8787994384766 184.522399902344 98.7550964355469 13828 1873999953920 1906999951360 0.256399989128113 9.45100021362305
"121" 121 41603171894 3171894 -1 20.8854007720947 185.010192871094 98.5503005981445 26 3523000064 3523000064 0.0315999984741211 5.42899990081787
"122" 122 41603172224 3172224 -1 22.5969009399414 184.923294067383 99.181999206543 25 3.388e+09 3.388e+09 0.031199999153614 5.96799993515015
"123" 123 41605006614 5006614 -1 22.8796997070312 184.45849609375 100.929496765137 34 4607000064 4607000064 0.0344999991357327 13.9399995803833
"124" 124 41605009944 5009944 -1 22.0396995544434 185.818603515625 101.322402954102 61 8265999872 8265999872 0.0419000014662743 8.5019998550415
"125" 125 41603179874 3179874 -1 21.639799118042 186.350494384766 98.7132034301758 21 2846000128 2846000128 0.0294000003486872 2.42899990081787
"126" 126 41603179214 3179214 -1 21.8269996643066 186.301300048828 99.1449966430664 102 13820000256 13959999488 0.0498999990522861 12.5200004577637
"127" 127 41603179714 3179714 -1 23.2220001220703 186.888595581055 98.3996963500977 97 13139999744 13139999744 0.0489999987185001 15.1499996185303
"128" 128 41603179024 3179024 -1 23.1203002929688 186.95979309082 98.2385025024414 23 3.116e+09 3.116e+09 0.0303000006824732 6.28399991989136
"129" 129 41603178614 3178614 -1 22.9340000152588 186.993896484375 98.3106002807617 30 4064999936 4064999936 0.033100001513958 7.22800016403198
"130" 130 41603177814 3177814 -1 20.4281005859375 186.444198608398 98.2283020019531 27 3659000064 3659000064 0.0320000015199184 5.4520001411438
"131" 131 41603149174 3149174 -1 22.7985000610352 186.911895751953 95.2796020507812 20 2710000128 2710000128 0.0288999993354082 4.75699996948242
"132" 132 41603162084 3162084 -1 20.2856006622314 183.817993164062 96.5556030273438 76 10300000256 1.192e+10 0.0472999997437 32.6800003051758
"133" 133 41603166164 3166164 -1 20.2908992767334 184.101303100586 97.1586990356445 34 4607000064 4607000064 0.0344999991357327 8.38899993896484
"134" 134 41603163404 3163404 -1 19.2028007507324 184.090896606445 96.7745971679688 535 72490000384 79000002560 0.0890000015497208 16.5699996948242
"135" 135 41603165734 3165734 -1 18.5716991424561 180.158706665039 97.3137969970703 43 5826999808 5826999808 0.0373000018298626 8.60499954223633
"136" 136 41603164964 3164964 41603163358 18.36669921875 180.559295654297 96.1274032592773 98 1.328e+10 1.504e+10 0.0153999999165535 3.0550000667572
"137" 137 41603160794 3160794 -1 18.0569000244141 180.759292602539 95.0718994140625 51 6911000064 10030000128 0.0447000004351139 2.90400004386902
"138" 138 41603162924 3162924 -1 17.5883007049561 180.785293579102 95.004997253418 384 52030001152 52709998592 0.0777999982237816 14.6800003051758
"139" 139 41603163774 3163774 -1 19.9986991882324 180.585098266602 95.2202987670898 68 9214000128 9214000128 0.0434999987483025 9.12399959564209
"140" 140 41603161724 3161724 -1 21.3570003509521 183.325698852539 96.4247970581055 34 4607000064 4607000064 0.0344999991357327 5.8769998550415
"141" 141 41603154574 3154574 -1 23.1791000366211 182.728393554688 95.1222991943359 33 4.472e+09 4743000064 0.0346000008285046 3.99799990653992
"142" 142 41603166474 3166474 -1 23.1187992095947 178.819595336914 97.0811996459961 35 4743000064 4743000064 0.0348999984562397 10.9899997711182
"143" 143 41603165724 3165724 -1 21.9871997833252 179.083404541016 97.1186981201172 1145 155199995904 156100001792 0.111699998378754 6.89900016784668
"144" 144 41603164544 3164544 -1 22.4885005950928 177.408493041992 96.5505981445312 350 47430000640 47559999488 0.0751999989151955 11.9399995803833
"145" 145 41603159894 3159894 -1 23.2052993774414 177.097793579102 95.0805969238281 29 3929999872 3929999872 0.032600000500679 4.42500019073486
"146" 146 41603161634 3161634 -1 20.9440002441406 177.443099975586 95.3330001831055 133 18019999744 18289999872 0.0546999983489513 12.8800001144409
"147" 147 41603162034 3162034 -1 19.4561996459961 179.645904541016 95.1452026367188 54 7317000192 8536999936 0.0423999987542629 13.2399997711182
"148" 148 41603166814 3166814 -1 18.762300491333 172.557800292969 97.5093994140625 42 5690999808 5826999808 0.0373000018298626 14.7200002670288
"149" 149 41603163334 3163334 -1 17.0655994415283 172.64680480957 96.3690032958984 34 4607000064 4607000064 0.0344999991357327 12.6300001144409
"150" 150 41603163734 3163734 -1 17.0217990875244 172.492904663086 96.6511001586914 37 5014000128 5014000128 0.0355000011622906 5.53499984741211
"151" 151 41604997974 4997974 -1 21.1802997589111 175.185394287109 100.333000183105 27 3659000064 3659000064 0.0320000015199184 20.3500003814697
"152" 152 41603167174 3167174 -1 19.2171001434326 172.02360534668 97.6613998413086 96 13009999872 13009999872 0.0487999990582466 10.7299995422363
"153" 153 41604997084 4997084 -1 18.9505004882812 177.679992675781 101.015899658203 22 2980999936 2980999936 0.029899999499321 3.69899988174438
"154" 154 41604998854 4998854 -1 21.7600994110107 176.370498657227 100.621200561523 43 5826999808 6232999936 0.0381999984383583 15.4499998092651
"155" 155 41603174304 3174304 -1 23.9305992126465 175.86360168457 99.5557022094727 24 3.252e+09 3.388e+09 0.031199999153614 20.1599998474121
"156" 156 41603172194 3172194 -1 24.2681999206543 177.293594360352 98.0579986572266 24 3.252e+09 3.388e+09 0.031199999153614 4.21799993515015
"157" 157 41603167944 3167944 -1 25.8405990600586 177.233795166016 97.6920013427734 68 9214000128 9621000192 0.0441000014543533 11.9899997711182
"158" 158 41603166464 3166464 -1 26.2532005310059 176.886001586914 97.7670974731445 398 53930000384 58399997952 0.0804999992251396 11.6599998474121
"159" 159 41605008584 5008584 41605008582 31.2297992706299 179.315307617188 101.524597167969 37 5014000128 9349999616 0.0397000014781952 6.71600008010864
"160" 160 41603177314 3177314 -1 31.1285991668701 178.725204467773 99.8276977539062 28 3793999872 4743000064 0.0348999984562397 17.2999992370605
"161" 161 41603159994 3159994 -1 30.7303009033203 178.041595458984 99.6747970581055 25 3.388e+09 3.388e+09 0.0310999993234873 4.63100004196167
"162" 162 41604999464 4999464 41605000607 29.5974998474121 177.330093383789 100.958099365234 36 4878000128 1.328e+10 0.0428999997675419 20.3799991607666
"163" 163 41605000614 5000614 41605000612 29.0601005554199 177.240097045898 101.321601867676 28 3793999872 6.504e+09 0.0372000001370907 4.28999996185303
"164" 164 41603176524 3176524 -1 28.6518001556396 176.059295654297 99.7741012573242 224 30350000128 31029999616 0.065200001001358 9.36800003051758
"165" 165 41603172824 3172824 -1 28.7399997711182 175.948699951172 97.8360977172852 59 7994999808 8265999872 0.0419000014662743 10.960000038147
"166" 166 41603173694 3173694 -1 28.2119998931885 177.403793334961 98.4913024902344 110 14899999744 15450000384 0.0516000017523766 5.45900011062622
"167" 167 41603175474 3175474 -1 27.9368991851807 177.69709777832 98.9957962036133 186 25200001024 26420000768 0.0619000010192394 13.1899995803833
"168" 168 41603173684 3173684 -1 31.0783996582031 176.755599975586 98.3694000244141 20 2710000128 2710000128 0.0288999993354082 4.90299987792969
"169" 169 41603172184 3172184 -1 30.5291004180908 176.915802001953 97.9309005737305 58 7858999808 8129999872 0.0416000001132488 11.5
"170" 170 41603166124 3166124 -1 29.7875003814697 178.632797241211 97.9564971923828 25 3.388e+09 3.388e+09 0.031199999153614 5.45100021362305
"171" 171 41603168404 3168404 -1 31.1912002563477 178.7041015625 99.2546997070312 62 8400999936 9756000256 0.0443000011146069 32.9000015258789
"172" 172 41603174364 3174364 -1 30.9957008361816 179.05810546875 99.0238037109375 58 7858999808 9214000128 0.0434999987483025 7.49200010299683
"173" 173 41603179174 3179174 -1 31.1170997619629 179.468994140625 99.4691009521484 18 2439000064 3659000064 0.0318999998271465 54.8499984741211
"174" 174 41603182514 3182514 -1 31.0792007446289 179.367202758789 98.5472030639648 25 3.388e+09 3659000064 0.0318999998271465 25.7600002288818
"175" 175 41603174624 3174624 -1 28.2996006011963 177.845703125 98.8807983398438 225 30489999360 31569999872 0.0654999986290932 11.289999961853
"176" 176 41603167594 3167594 41603167595 27.9172992706299 179.532104492188 97.0550003051758 46 6232999936 10979999744 0.00769999995827675 2.24000000953674
"177" 177 41603157514 3157514 -1 28.4188995361328 178.892807006836 96.5195999145508 339 45939998720 46209998848 0.0742999985814095 7.57800006866455
"178" 178 41603172834 3172834 -1 29.0984992980957 178.396896362305 97.1744995117188 46 6232999936 6232999936 0.0381999984383583 24.3299999237061
"179" 179 41603169794 3169794 -1 29.2089996337891 178.725799560547 97.2384033203125 27 3659000064 3929999872 0.032600000500679 9.36900043487549
"180" 180 41603167954 3167954 -1 29.1842002868652 179.596801757812 97.1878967285156 26 3523000064 3659000064 0.0318999998271465 11.2799997329712
"181" 181 41603168334 3168334 -1 29.3192005157471 179.085998535156 97.4401016235352 42 5690999808 6097999872 0.0379000008106232 17.1100006103516
"182" 182 41603151334 3151334 -1 30.1364002227783 179.490493774414 97.5131988525391 58 7858999808 7994999808 0.0414999984204769 9.94799995422363
"183" 183 41603150784 3150784 -1 30.6163997650146 178.470092773438 97.2274017333984 473 64090001408 64499998720 0.0832000002264977 8.73600006103516
"184" 184 41603173414 3173414 -1 29.8633003234863 178.708602905273 97.370002746582 118 15989999616 19110000640 0.0555000007152557 10.0200004577637
"185" 185 41603146824 3146824 -1 29.8264999389648 176.170303344727 95.3079986572266 38 5149000192 5149000192 0.0355999991297722 3.78500008583069
"186" 186 41603165704 3165704 -1 30.2845001220703 175.977905273438 96.1035003662109 48 6.504e+09 6911000064 0.0395000018179417 13.6300001144409
"187" 187 41603167924 3167924 -1 30.9113006591797 176.54460144043 96.1436004638672 127 17209999360 17209999360 0.0535999983549118 16.5200004577637
"188" 188 41603156494 3156494 -1 30.9640007019043 176.166595458984 97.5740966796875 87 11790000128 12600000512 0.0483000017702579 36.1699981689453
"189" 189 41603151824 3151824 41603152910 31.0058002471924 176.04460144043 97.496696472168 33 4.472e+09 6.504e+09 0.031199999153614 18.7600002288818
"190" 190 41603152934 3152934 -1 30.628999710083 175.910003662109 97.3581008911133 23 3.116e+09 3.116e+09 0.0303000006824732 6.23299980163574
"191" 191 41603168314 3168314 -1 27.8535003662109 177.134704589844 97.493896484375 139 18840000512 18969999360 0.0551999993622303 7.39699983596802
"192" 192 41603172524 3172524 -1 28.2035999298096 176.076599121094 97.1324005126953 41 5555999744 5555999744 0.0366999991238117 9.92000007629395
"193" 193 41603167934 3167934 41603168736 26.7257995605469 176.341705322266 97.4234008789062 138 18699999232 270300004352 0.0860999971628189 51.3199996948242
"194" 194 41603163344 3163344 -1 23.8127002716064 177.274993896484 95.8123016357422 787 106599997440 106599997440 0.0983999967575073 9.54500007629395
"195" 195 41603170154 3170154 -1 24.7033996582031 177.702392578125 97.4788970947266 124 1.68e+10 19239999488 0.0555000007152557 6.60699987411499
