p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 class
650 7.07e-04 9.82e-01 7.10e-05 1.01e-03 6.76e-05 1.15e-02 6.62e-05 7.16e-04 3.16e-04 4.90e-05 3.07e-03  2
651 8.80e-04 9.07e-01 9.23e-05 1.30e-03 8.42e-05 8.56e-02 8.33e-05 8.12e-04 3.72e-04 6.74e-05 3.95e-03  2
652 4.77e-03 6.62e-01 5.41e-04 4.73e-03 3.13e-04 3.04e-01 4.78e-04 2.50e-03 1.77e-03 2.99e-04 1.90e-02  6
653 3.11e-03 6.06e-01 3.28e-04 4.36e-03 2.67e-04 3.69e-01 2.91e-04 2.49e-03 1.28e-03 2.44e-04 1.28e-02  2
654 3.06e-03 5.98e-01 3.25e-04 4.09e-03 2.52e-04 3.78e-01 2.88e-04 2.33e-03 1.25e-03 2.34e-04 1.24e-02  6
655 1.76e-03 4.28e-01 1.95e-04 2.38e-03 1.57e-04 5.57e-01 1.72e-04 1.23e-03 6.84e-04 1.34e-04 8.18e-03  6
656 1.46e-03 7.88e-01 1.54e-04 2.23e-03 1.43e-04 2.00e-01 1.39e-04 1.32e-03 6.10e-04 1.16e-04 6.67e-03  2
657 3.78e-04 8.76e-03 4.80e-05 4.57e-04 3.25e-05 9.88e-01 4.05e-05 1.61e-04 1.23e-04 3.02e-05 2.11e-03  6
658 1.92e-03 2.93e-01 2.23e-04 2.30e-03 1.59e-04 6.91e-01 1.96e-04 1.09e-03 7.02e-04 1.38e-04 9.31e-03  6
659 1.37e-04 6.03e-03 1.69e-05 1.71e-04 1.22e-05 9.93e-01 1.45e-05 6.56e-05 4.64e-05 1.07e-05 7.57e-04  6
660 1.33e-05 4.86e-04 1.66e-06 1.78e-05 1.29e-06 9.99e-01 1.41e-06 6.42e-06 4.47e-06 1.09e-06 7.96e-05  6
661 3.55e-05 1.43e-03 4.39e-06 4.80e-05 3.47e-06 9.98e-01 3.75e-06 1.77e-05 1.21e-05 2.93e-06 2.09e-04  6
662 2.99e-03 2.06e-01 3.33e-04 5.23e-03 3.48e-04 7.65e-01 2.92e-04 2.22e-03 1.15e-03 2.77e-04 1.62e-02  6
663 1.03e-03 9.09e-01 1.05e-04 1.57e-03 9.73e-05 8.25e-02 9.53e-05 1.04e-03 4.49e-04 8.07e-05 4.36e-03  2
664 2.73e-04 4.21e-03 3.58e-05 3.49e-04 2.60e-05 9.93e-01 3.00e-05 1.09e-04 8.57e-05 2.30e-05 1.75e-03  6
665 4.84e-04 6.07e-03 6.45e-05 6.37e-04 4.85e-05 9.89e-01 5.38e-05 1.90e-04 1.50e-04 4.20e-05 3.29e-03  6
666 1.16e-02 9.91e-04 5.93e-04 9.33e-01 6.43e-03 6.78e-04 6.51e-04 7.60e-03 7.50e-03 2.34e-03 2.87e-02  4
667 9.59e-03 3.58e-04 4.53e-04 9.51e-01 5.61e-03 3.21e-04 5.10e-04 3.34e-03 5.44e-03 2.07e-03 2.15e-02  4
668 2.09e-02 4.97e-04 8.02e-04 9.20e-01 4.44e-03 4.55e-04 9.23e-04 4.93e-03 1.43e-02 4.92e-03 2.81e-02  4
669 2.24e-02 6.92e-04 8.79e-04 9.12e-01 4.33e-03 5.88e-04 9.98e-04 6.41e-03 1.66e-02 5.36e-03 3.00e-02  4
670 3.29e-02 2.51e-03 1.41e-03 8.50e-01 5.83e-03 1.58e-03 1.56e-03 2.02e-02 2.97e-02 6.61e-03 4.82e-02  4
671 5.11e-03 6.96e-05 2.54e-04 9.74e-01 2.81e-03 1.23e-04 2.73e-04 7.99e-04 1.80e-03 3.39e-03 1.17e-02  4
672 2.12e-03 3.01e-05 1.14e-04 9.87e-01 2.09e-03 5.74e-05 1.21e-04 3.62e-04 7.22e-04 1.33e-03 6.08e-03  4
673 4.71e-03 6.13e-05 2.26e-04 9.73e-01 5.25e-03 9.28e-05 2.55e-04 8.03e-04 1.81e-03 1.52e-03 1.20e-02  4
674 9.21e-03 1.60e-04 3.70e-04 9.63e-01 2.71e-03 1.82e-04 4.22e-04 1.72e-03 4.86e-03 2.95e-03 1.40e-02  4
675 1.17e-04 1.92e-06 5.89e-06 9.99e-01 1.14e-04 3.04e-06 6.41e-06 2.25e-05 4.49e-05 5.56e-05 3.03e-04  4
676 2.50e-04 3.91e-06 1.24e-05 9.99e-01 2.14e-04 6.16e-06 1.35e-05 4.62e-05 9.65e-05 1.21e-04 6.16e-04  4
677 1.12e-05 2.14e-07 5.74e-07 1.00e+00 1.19e-05 3.23e-07 6.23e-07 2.40e-06 4.45e-06 4.91e-06 3.02e-05  4
678 6.28e-05 1.03e-06 3.23e-06 1.00e+00 7.19e-05 1.66e-06 3.50e-06 1.22e-05 2.38e-05 2.94e-05 1.72e-04  4
679 1.73e-04 2.62e-06 8.91e-06 9.99e-01 1.95e-04 4.42e-06 9.66e-06 3.19e-05 6.38e-05 8.64e-05 4.74e-04  4
680 1.36e-04 3.74e-06 6.87e-06 9.99e-01 1.11e-04 4.70e-06 7.46e-06 3.69e-05 6.15e-05 5.11e-05 3.44e-04  4
681 2.58e-04 7.92e-06 1.32e-05 9.99e-01 2.34e-04 9.38e-06 1.43e-05 7.70e-05 1.21e-04 8.68e-05 6.77e-04  4
682 6.35e-04 2.48e-05 3.38e-05 9.96e-01 5.51e-04 2.89e-05 3.62e-05 2.17e-04 2.99e-04 2.23e-04 1.76e-03  4
683 5.54e-04 2.01e-05 3.05e-05 9.96e-01 5.86e-04 2.55e-05 3.24e-05 1.79e-04 2.45e-04 2.07e-04 1.67e-03  4
684 1.78e-04 5.24e-06 9.56e-06 9.99e-01 1.85e-04 7.01e-06 1.02e-05 5.03e-05 7.67e-05 7.04e-05 5.13e-04  4
685 5.09e-04 1.01e-05 2.88e-05 9.96e-01 8.01e-04 1.75e-05 3.04e-05 1.12e-04 1.87e-04 2.47e-04 1.69e-03  4
686 2.31e-05 4.58e-07 1.23e-06 1.00e+00 3.29e-05 7.08e-07 1.33e-06 5.16e-06 9.01e-06 9.79e-06 6.93e-05  4
687 4.93e-05 1.04e-06 2.66e-06 1.00e+00 7.55e-05 1.58e-06 2.87e-06 1.15e-05 1.94e-05 2.02e-05 1.52e-04  4
688 3.99e-04 7.98e-06 2.15e-05 9.97e-01 7.17e-04 1.21e-05 2.33e-05 9.17e-05 1.57e-04 1.49e-04 1.26e-03  4
689 4.03e-04 7.84e-06 2.29e-05 9.97e-01 8.73e-04 1.34e-05 2.44e-05 9.02e-05 1.48e-04 1.77e-04 1.42e-03  4
690 1.58e-03 2.99e-05 9.32e-05 9.84e-01 5.75e-03 5.34e-05 9.93e-05 3.57e-04 5.63e-04 6.28e-04 6.36e-03  4
691 7.16e-04 1.17e-05 4.11e-05 9.94e-01 1.62e-03 2.20e-05 4.36e-05 1.43e-04 2.48e-04 3.52e-04 2.57e-03  4
692 5.62e-03 5.22e-05 3.53e-04 9.26e-01 3.52e-02 1.41e-04 3.70e-04 8.69e-04 1.62e-03 3.17e-03 2.67e-02  4
693 9.68e-05 3.65e-07 7.72e-06 2.01e-03 9.97e-01 1.89e-06 7.84e-06 1.22e-05 2.31e-05 4.08e-05 1.01e-03  5
694 8.24e-06 3.24e-08 6.62e-07 1.66e-04 1.00e+00 1.66e-07 6.72e-07 1.07e-06 1.99e-06 3.35e-06 8.81e-05  5
695 2.09e-04 8.77e-07 1.66e-05 4.75e-03 9.93e-01 4.35e-06 1.68e-05 2.74e-05 5.07e-05 8.94e-05 2.12e-03  5
696 6.08e-04 3.29e-06 4.85e-05 1.54e-02 9.77e-01 1.50e-05 4.90e-05 8.86e-05 1.54e-04 2.51e-04 6.17e-03  5
697 1.77e-06 7.74e-09 1.42e-07 3.79e-05 1.00e+00 3.78e-08 1.44e-07 2.39e-07 4.35e-07 7.06e-07 1.86e-05  5
698 8.40e-03 9.87e-05 5.78e-04 8.47e-01 8.53e-02 2.79e-04 5.92e-04 1.52e-03 2.46e-03 4.26e-03 4.98e-02  4
699 9.72e-03 7.18e-05 6.48e-04 8.21e-01 1.04e-01 2.32e-04 6.71e-04 1.38e-03 2.61e-03 5.72e-03 5.46e-02  4
700 1.57e-02 5.83e-05 1.07e-03 5.91e-01 2.77e-01 2.49e-04 1.11e-03 1.67e-03 3.64e-03 9.99e-03 9.85e-02  4
701 8.16e-03 5.11e-05 4.96e-04 9.03e-01 4.30e-02 1.54e-04 5.25e-04 1.01e-03 2.16e-03 5.29e-03 3.63e-02  5
702 1.95e-02 1.18e-04 1.42e-03 7.42e-01 8.88e-02 4.90e-04 1.42e-03 2.48e-03 4.75e-03 1.47e-02 1.24e-01 11
703 1.50e-02 3.24e-05 1.16e-03 2.73e-01 5.60e-01 2.03e-04 1.18e-03 1.42e-03 3.14e-03 9.02e-03 1.37e-01  5
704 1.45e-03 4.53e-06 1.14e-04 2.42e-02 9.58e-01 2.41e-05 1.17e-04 1.70e-04 3.37e-04 5.49e-04 1.52e-02  5
705 3.89e-03 8.09e-06 3.28e-04 5.01e-02 8.93e-01 5.60e-05 3.32e-04 4.12e-04 8.48e-04 1.56e-03 4.98e-02  5
706 3.32e-01 3.27e-05 1.41e-02 1.24e-01 1.20e-02 2.71e-04 1.78e-02 2.58e-03 1.55e-02 8.51e-02 3.97e-01 11
707 5.15e-01 2.92e-05 2.01e-02 6.31e-02 4.95e-03 2.45e-04 2.48e-02 1.80e-03 1.22e-02 9.25e-02 2.65e-01  1
708 5.53e-01 2.61e-05 2.10e-02 5.66e-02 4.57e-03 2.23e-04 2.68e-02 1.69e-03 1.17e-02 6.52e-02 2.60e-01  1
709 8.21e-01 2.80e-05 1.14e-02 2.64e-02 1.87e-03 1.44e-04 1.88e-02 1.01e-03 9.19e-03 1.32e-02 9.68e-02  1
710 1.35e-03 6.80e-07 5.83e-05 1.32e-03 6.85e-05 3.58e-06 6.32e-05 2.10e-05 1.11e-04 9.96e-01 1.48e-03 10
711 5.19e-04 2.94e-07 2.15e-05 6.32e-04 3.10e-05 1.44e-06 2.37e-05 8.84e-06 4.68e-05 9.98e-01 5.76e-04 10
712 6.07e-01 4.84e-04 7.53e-03 1.31e-01 4.08e-03 8.01e-04 1.01e-02 5.18e-03 1.04e-01 3.51e-02 9.46e-02  1
713 2.51e-01 1.72e-04 6.70e-03 3.24e-01 1.22e-02 5.28e-04 8.36e-03 4.05e-03 2.87e-02 2.00e-01 1.65e-01  1
714 1.00e-01 5.27e-04 3.18e-03 7.01e-01 8.56e-03 8.45e-04 3.69e-03 6.22e-03 3.53e-02 5.55e-02 8.48e-02 10
715 1.34e-01 2.31e-05 8.54e-03 1.71e-01 2.11e-02 2.55e-04 9.25e-03 2.40e-03 1.07e-02 1.94e-01 4.48e-01 11
716 4.82e-01 9.87e-06 1.14e-01 1.51e-02 1.38e-03 1.25e-04 1.55e-01 8.17e-04 5.38e-03 6.20e-03 2.21e-01  3
717 3.28e-01 3.53e-02 1.51e-02 1.12e-01 4.32e-03 1.91e-02 1.56e-02 3.96e-02 2.43e-01 1.15e-02 1.77e-01  4
718 4.58e-02 2.69e-03 1.34e-03 3.88e-02 1.10e-03 1.01e-03 1.62e-03 1.26e-02 8.69e-01 1.92e-03 2.40e-02  9
719 9.78e-01 2.20e-05 2.45e-03 2.15e-03 1.25e-04 4.92e-05 5.04e-03 1.96e-04 2.97e-03 4.90e-04 8.02e-03  1
720 9.91e-01 9.71e-06 1.06e-03 9.92e-04 5.56e-05 2.19e-05 2.11e-03 8.69e-05 1.40e-03 2.47e-04 3.41e-03  1
721 9.91e-01 8.06e-06 8.12e-04 1.08e-03 5.94e-05 1.85e-05 1.57e-03 8.34e-05 1.41e-03 2.85e-04 3.27e-03  1
722 9.77e-01 2.42e-05 1.55e-03 3.61e-03 1.79e-04 5.13e-05 2.67e-03 2.50e-04 4.95e-03 1.01e-03 8.20e-03  1
723 9.88e-01 1.34e-05 1.00e-03 1.81e-03 9.24e-05 2.91e-05 1.78e-03 1.34e-04 2.53e-03 5.08e-04 4.59e-03  1
724 6.69e-01 8.16e-04 6.66e-03 3.09e-02 1.25e-03 8.53e-04 9.36e-03 3.86e-03 2.24e-01 4.86e-03 4.87e-02  1
725 9.02e-01 1.27e-04 4.12e-03 2.00e-02 8.38e-04 2.34e-04 6.23e-03 1.23e-03 2.95e-02 5.81e-03 3.02e-02  1
726 9.69e-01 2.24e-05 2.37e-03 5.29e-03 2.63e-04 6.17e-05 3.76e-03 2.95e-04 4.38e-03 2.44e-03 1.22e-02  1
727 9.85e-01 2.03e-05 1.45e-03 1.77e-03 9.10e-05 4.16e-05 2.51e-03 1.58e-04 2.90e-03 4.64e-04 5.12e-03  1
728 6.63e-01 3.13e-03 2.26e-02 4.86e-02 2.22e-03 4.07e-03 2.41e-02 7.89e-03 9.18e-02 9.06e-03 1.24e-01 11
729 9.12e-01 2.12e-05 1.19e-02 9.14e-03 5.63e-04 1.05e-04 1.68e-02 4.69e-04 4.35e-03 6.40e-03 3.86e-02  1
730 9.97e-01 8.64e-07 3.94e-04 2.03e-04 1.23e-05 3.18e-06 8.40e-04 1.34e-05 1.55e-04 8.03e-05 8.75e-04  1
731 1.00e+00 2.08e-07 5.17e-05 3.14e-05 1.83e-06 6.09e-07 1.09e-04 2.40e-06 3.20e-05 1.01e-05 1.23e-04  1
732 9.97e-01 1.55e-06 5.39e-04 2.72e-04 1.60e-05 5.14e-06 1.07e-03 1.97e-05 2.38e-04 1.02e-04 1.12e-03  1
733 9.85e-01 7.69e-06 1.52e-03 2.11e-03 1.15e-04 2.51e-05 2.58e-03 1.18e-04 1.53e-03 1.02e-03 6.22e-03  1
734 9.94e-01 3.74e-06 6.70e-04 8.04e-04 4.36e-05 1.12e-05 1.18e-03 5.02e-05 6.93e-04 3.34e-04 2.44e-03  7
735 9.99e-01 4.53e-07 1.27e-04 1.01e-04 5.90e-06 1.48e-06 2.53e-04 6.59e-06 8.44e-05 3.90e-05 3.71e-04  1
736 9.98e-01 1.39e-06 2.67e-04 2.89e-04 1.60e-05 4.16e-06 4.99e-04 1.86e-05 2.59e-04 1.11e-04 9.22e-04  1
737 9.99e-01 4.91e-07 1.80e-04 1.18e-04 7.06e-06 1.72e-06 3.78e-04 7.62e-06 9.23e-05 4.57e-05 4.72e-04  1
738 9.99e-01 4.06e-07 1.54e-04 9.28e-05 5.58e-06 1.42e-06 3.26e-04 6.15e-06 7.41e-05 3.57e-05 3.80e-04  1
739 9.98e-01 7.40e-07 2.36e-04 1.67e-04 9.79e-06 2.52e-06 4.67e-04 1.09e-05 1.34e-04 6.70e-05 6.36e-04  1
740 9.98e-01 6.15e-07 2.61e-04 1.49e-04 9.05e-06 2.23e-06 5.61e-04 9.72e-06 1.14e-04 5.82e-05 6.27e-04  1
741 9.87e-01 4.55e-06 1.76e-03 1.27e-03 7.47e-05 1.74e-05 3.14e-03 7.58e-05 8.58e-04 6.13e-04 4.89e-03  1
742 9.87e-01 4.38e-06 1.74e-03 1.25e-03 7.40e-05 1.69e-05 3.14e-03 7.43e-05 8.38e-04 6.05e-04 4.86e-03  1
743 9.46e-01 1.06e-05 6.83e-03 5.34e-03 3.43e-04 5.26e-05 1.16e-02 2.67e-04 2.59e-03 3.24e-03 2.32e-02  1
744 9.81e-01 4.05e-06 2.97e-03 1.42e-03 9.12e-05 1.82e-05 6.07e-03 8.37e-05 8.60e-04 6.65e-04 6.79e-03  1
745 9.67e-01 5.83e-06 5.38e-03 2.37e-03 1.56e-04 2.87e-05 1.08e-02 1.35e-04 1.32e-03 1.17e-03 1.21e-02  1
746 9.57e-01 5.96e-06 7.17e-03 2.53e-03 1.72e-04 3.09e-05 1.56e-02 1.47e-04 1.39e-03 1.18e-03 1.42e-02  1
747 9.89e-01 2.65e-06 1.84e-03 7.18e-04 4.54e-05 1.10e-05 3.98e-03 4.65e-05 4.92e-04 3.04e-04 3.47e-03  1
748 8.57e-01 9.33e-06 2.53e-02 2.69e-03 1.89e-04 4.84e-05 9.23e-02 1.91e-04 1.70e-03 9.89e-04 1.94e-02  1
749 9.72e-01 4.33e-06 4.59e-03 1.14e-03 7.78e-05 1.87e-05 1.46e-02 8.01e-05 8.08e-04 3.88e-04 6.81e-03  1
750 9.88e-01 2.59e-06 2.08e-03 5.58e-04 3.63e-05 1.02e-05 5.85e-03 4.06e-05 4.32e-04 1.92e-04 3.03e-03  1
751 9.66e-01 5.16e-06 5.31e-03 1.69e-03 1.17e-04 2.35e-05 1.55e-02 1.10e-04 1.10e-03 5.87e-04 1.00e-02  1
752 9.46e-01 7.63e-06 7.93e-03 2.94e-03 2.10e-04 3.66e-05 2.19e-02 1.84e-04 1.78e-03 1.01e-03 1.79e-02  1
753 9.73e-01 5.06e-06 3.76e-03 2.12e-03 1.44e-04 2.34e-05 8.53e-03 1.21e-04 1.23e-03 8.70e-04 1.06e-02  1
754 9.86e-01 3.05e-06 1.87e-03 1.07e-03 7.02e-05 1.29e-05 4.27e-03 6.37e-05 6.84e-04 4.31e-04 5.05e-03  1
755 9.92e-01 2.29e-06 1.02e-03 6.33e-04 4.07e-05 8.50e-06 2.44e-03 4.07e-05 4.69e-04 2.17e-04 2.86e-03  1
756 9.93e-01 2.73e-06 7.30e-04 7.37e-04 4.46e-05 9.04e-06 1.53e-03 4.51e-05 5.74e-04 2.58e-04 2.70e-03  1
757 9.98e-01 6.15e-07 2.68e-04 1.54e-04 9.52e-06 2.25e-06 5.95e-04 1.00e-05 1.18e-04 5.89e-05 6.61e-04  1
758 9.93e-01 2.20e-06 8.76e-04 6.68e-04 4.19e-05 8.20e-06 1.91e-03 4.04e-05 4.73e-04 2.52e-04 2.76e-03  1
759 9.99e-01 6.67e-07 1.41e-04 1.41e-04 8.00e-06 2.02e-06 2.76e-04 9.18e-06 1.26e-04 5.15e-05 4.73e-04  1
760 1.00e+00 1.14e-07 2.58e-05 2.17e-05 1.25e-06 3.41e-07 5.34e-05 1.50e-06 2.05e-05 7.32e-06 7.79e-05  1
761 9.97e-01 2.01e-06 3.04e-04 3.56e-04 2.00e-05 5.37e-06 6.04e-04 2.48e-05 3.74e-04 1.09e-04 1.14e-03  1
762 9.98e-01 1.16e-06 2.08e-04 2.02e-04 1.17e-05 3.20e-06 4.32e-04 1.44e-05 2.08e-04 6.13e-05 7.02e-04  1
763 9.99e-01 3.48e-07 6.83e-05 6.51e-05 3.67e-06 1.01e-06 1.34e-04 4.45e-06 6.26e-05 2.27e-05 2.19e-04  1
764 9.90e-01 6.95e-06 8.62e-04 1.50e-03 7.91e-05 1.87e-05 1.53e-03 9.13e-05 1.41e-03 5.51e-04 3.96e-03  1
765 9.90e-01 5.31e-06 8.96e-04 1.37e-03 7.54e-05 1.60e-05 1.62e-03 7.93e-05 1.11e-03 5.52e-04 3.94e-03  1
766 9.95e-01 2.57e-06 6.78e-04 4.12e-04 2.53e-05 7.57e-06 1.61e-03 3.19e-05 4.12e-04 1.15e-04 1.76e-03  1
767 9.97e-01 2.40e-06 3.51e-04 3.57e-04 2.02e-05 6.15e-06 7.17e-04 2.70e-05 4.11e-04 1.00e-04 1.20e-03  1
768 9.98e-01 1.45e-06 2.04e-04 2.16e-04 1.20e-05 3.70e-06 4.04e-04 1.61e-05 2.49e-04 6.43e-05 7.01e-04  1
769 9.98e-01 1.44e-06 1.97e-04 2.15e-04 1.19e-05 3.66e-06 3.84e-04 1.59e-05 2.48e-04 6.53e-05 6.84e-04  1
770 9.99e-01 7.89e-07 1.21e-04 1.12e-04 6.25e-06 2.05e-06 2.39e-04 8.54e-06 1.29e-04 3.42e-05 3.77e-04  1
771 9.99e-01 4.18e-07 8.23e-05 6.06e-05 3.50e-06 1.15e-06 1.74e-04 4.69e-06 6.62e-05 1.82e-05 2.25e-04  1
772 9.99e-01 4.23e-07 9.15e-05 6.48e-05 3.80e-06 1.19e-06 1.99e-04 4.95e-06 6.84e-05 1.94e-05 2.48e-04  1
773 1.00e+00 1.48e-07 4.10e-05 2.37e-05 1.40e-06 4.46e-07 9.08e-05 1.79e-06 2.34e-05 7.50e-06 9.62e-05  1
774 1.00e+00 7.71e-10 2.03e-07 1.36e-07 7.98e-09 2.35e-09 4.33e-07 9.83e-09 1.30e-07 4.54e-08 5.26e-07  1
775 1.00e+00 2.39e-09 6.61e-07 4.41e-07 2.60e-08 7.42e-09 1.42e-06 3.14e-08 4.09e-07 1.50e-07 1.72e-06  1
776 1.00e+00 2.93e-09 8.16e-07 5.29e-07 3.12e-08 9.06e-09 1.76e-06 3.80e-08 4.95e-07 1.78e-07 2.08e-06  1
777 1.00e+00 1.43e-08 3.53e-06 2.62e-06 1.53e-07 4.32e-08 7.44e-06 1.85e-07 2.48e-06 8.78e-07 9.80e-06  1
778 1.00e+00 2.09e-09 5.74e-07 3.87e-07 2.28e-08 6.49e-09 1.23e-06 2.75e-08 3.59e-07 1.32e-07 1.50e-06  1
779 1.00e+00 2.24e-07 4.65e-05 3.63e-05 2.11e-06 6.34e-07 9.87e-05 2.69e-06 3.76e-05 1.12e-05 1.34e-04  1
780 1.00e+00 2.22e-07 4.80e-05 3.58e-05 2.09e-06 6.33e-07 1.03e-04 2.67e-06 3.70e-05 1.10e-05 1.34e-04  1
781 1.00e+00 1.42e-07 5.02e-05 2.64e-05 1.60e-06 4.62e-07 1.16e-04 1.91e-06 2.37e-05 8.79e-06 1.13e-04  1
782 9.98e-01 9.33e-07 3.55e-04 1.68e-04 1.04e-05 3.04e-06 8.83e-04 1.26e-05 1.53e-04 5.18e-05 7.64e-04  1
783 9.95e-01 1.34e-06 8.71e-04 3.04e-04 1.94e-05 5.15e-06 2.25e-03 2.14e-05 2.35e-04 1.07e-04 1.53e-03  1
784 9.97e-01 8.10e-07 4.46e-04 1.79e-04 1.13e-05 3.00e-06 1.09e-03 1.25e-05 1.42e-04 6.42e-05 8.55e-04  1
785 9.98e-01 5.21e-07 2.38e-04 1.20e-04 7.48e-06 1.87e-06 5.66e-04 8.16e-06 9.55e-05 4.24e-05 5.38e-04  1
786 9.48e-01 3.71e-05 8.55e-03 3.12e-03 1.94e-04 9.68e-05 1.92e-02 3.12e-04 3.70e-03 7.27e-04 1.57e-02  1
787 9.70e-01 1.77e-05 5.55e-03 1.70e-03 1.04e-04 5.06e-05 1.21e-02 1.60e-04 1.87e-03 4.62e-04 8.39e-03  1
788 1.62e-01 1.11e-05 1.28e-01 2.57e-03 2.03e-04 6.75e-05 6.75e-01 2.22e-04 1.59e-03 6.82e-04 3.01e-02  7
789 2.15e-01 7.23e-06 2.53e-01 3.20e-03 2.53e-04 5.86e-05 4.89e-01 2.27e-04 1.60e-03 1.17e-03 3.74e-02  7
790 5.54e-01 1.08e-05 9.89e-02 1.31e-02 1.15e-03 1.18e-04 1.56e-01 7.19e-04 4.96e-03 5.58e-03 1.65e-01  1
791 2.42e-01 8.76e-06 4.36e-01 7.99e-03 6.90e-04 1.11e-04 1.78e-01 5.07e-04 3.13e-03 3.27e-03 1.29e-01  1
792 1.24e-02 9.41e-07 9.54e-01 3.21e-04 2.60e-05 8.23e-06 2.85e-02 2.58e-05 1.63e-04 1.02e-04 4.62e-03  3
793 1.40e-01 7.91e-06 6.19e-01 2.91e-03 2.28e-04 6.60e-05 1.98e-01 2.19e-04 1.46e-03 1.04e-03 3.61e-02  7
794 5.84e-02 4.92e-06 8.44e-01 1.53e-03 1.21e-04 4.17e-05 7.40e-02 1.23e-04 7.77e-04 5.08e-04 2.06e-02  7
795 4.42e-02 4.32e-06 8.60e-01 2.37e-03 2.08e-04 5.88e-05 3.96e-02 1.87e-04 9.98e-04 7.33e-04 5.13e-02  3
796 2.60e-05 2.17e-09 1.00e+00 8.64e-07 7.25e-08 2.18e-08 4.88e-05 6.96e-08 4.15e-07 2.65e-07 1.46e-05  3
797 3.02e-03 3.05e-07 9.90e-01 1.19e-04 1.01e-05 3.23e-06 4.40e-03 9.83e-06 5.63e-05 3.50e-05 2.18e-03  3
798 2.65e-02 3.48e-06 9.19e-01 1.28e-03 1.09e-04 3.92e-05 2.72e-02 1.09e-04 5.91e-04 3.65e-04 2.51e-02  3
799 1.24e-03 1.04e-07 9.95e-01 4.18e-05 3.54e-06 1.05e-06 2.63e-03 3.40e-06 2.02e-05 1.24e-05 7.28e-04  3
800 3.01e-03 2.02e-02 4.35e-04 3.12e-03 2.42e-04 9.51e-01 3.54e-04 8.86e-04 8.51e-04 2.31e-04 1.99e-02  6
801 3.42e-03 3.04e-02 4.94e-04 3.57e-03 2.88e-04 9.35e-01 4.07e-04 1.05e-03 9.79e-04 2.54e-04 2.42e-02  6
802 1.58e-04 2.69e-03 2.09e-05 2.01e-04 1.53e-05 9.96e-01 1.75e-05 6.32e-05 4.94e-05 1.31e-05 1.05e-03  6
803 5.65e-04 1.18e-02 7.56e-05 7.04e-04 5.53e-05 9.82e-01 6.38e-05 2.27e-04 1.78e-04 4.51e-05 3.92e-03  6
804 2.25e-02 7.49e-01 2.23e-03 2.99e-02 2.23e-03 6.03e-02 2.15e-03 1.61e-02 9.59e-03 1.41e-03 1.04e-01  2
805 3.21e-02 1.47e-01 2.10e-03 1.91e-01 5.89e-03 2.12e-02 2.13e-03 4.81e-01 2.52e-02 3.82e-03 8.85e-02  9
806 9.00e-04 3.61e-03 5.11e-05 2.83e-03 8.49e-05 3.53e-04 5.35e-05 9.89e-01 1.09e-03 7.70e-05 1.61e-03  8
807 6.09e-03 9.31e-01 4.51e-04 8.74e-03 4.28e-04 1.09e-02 4.51e-04 2.34e-02 4.46e-03 3.74e-04 1.41e-02  2
808 1.22e-01 4.15e-01 1.08e-02 5.99e-02 3.68e-03 6.87e-02 1.06e-02 3.40e-02 5.13e-02 4.20e-03 2.21e-01 11
809 3.56e-03 9.63e-01 3.15e-04 3.72e-03 2.20e-04 1.29e-02 3.04e-04 3.74e-03 1.87e-03 1.94e-04 9.95e-03  2
810 8.11e-03 9.12e-01 6.91e-04 1.28e-02 7.94e-04 1.86e-02 6.83e-04 1.30e-02 4.44e-03 5.27e-04 2.84e-02  2
811 9.85e-04 9.86e-01 8.66e-05 1.66e-03 9.94e-05 5.08e-03 8.37e-05 1.89e-03 5.33e-04 6.91e-05 3.58e-03  2
812 7.50e-04 9.90e-01 6.62e-05 9.78e-04 5.75e-05 3.88e-03 6.37e-05 1.11e-03 4.03e-04 4.64e-05 2.35e-03  2
813 3.20e-03 9.53e-01 2.59e-04 6.96e-03 3.77e-04 1.01e-02 2.54e-04 1.24e-02 1.97e-03 2.48e-04 1.09e-02  4
814 4.35e-03 9.39e-01 3.68e-04 9.43e-03 5.60e-04 1.47e-02 3.61e-04 1.13e-02 2.46e-03 3.39e-04 1.68e-02  2
815 3.38e-04 9.93e-01 3.00e-05 6.65e-04 3.76e-05 3.51e-03 2.85e-05 7.92e-04 1.82e-04 2.71e-05 1.27e-03  2
816 1.61e-04 9.97e-01 1.40e-05 2.76e-04 1.50e-05 1.49e-03 1.33e-05 3.75e-04 9.01e-05 1.20e-05 5.33e-04  2
817 4.47e-04 9.93e-01 3.78e-05 8.28e-04 4.51e-05 2.63e-03 3.65e-05 1.30e-03 2.61e-04 3.35e-05 1.49e-03  2
818 3.61e-04 9.95e-01 3.09e-05 4.85e-04 2.68e-05 2.08e-03 2.97e-05 6.62e-04 2.05e-04 2.30e-05 1.05e-03  2
819 1.81e-05 1.00e+00 1.63e-06 2.74e-05 1.57e-06 1.92e-04 1.54e-06 3.19e-05 9.60e-06 1.27e-06 6.09e-05  2
820 1.50e-05 1.00e+00 1.37e-06 2.29e-05 1.31e-06 2.08e-04 1.29e-06 2.48e-05 7.78e-06 1.07e-06 5.19e-05  2
821 3.57e-05 9.99e-01 3.23e-06 5.02e-05 2.88e-06 3.92e-04 3.05e-06 5.58e-05 1.86e-05 2.41e-06 1.17e-04  2
